HCL AppScan on Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Attributes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Description,Report Date U T C,Total Issues In The Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report_Static_jazzcalm_workspace_2023-02-17_04-22-33_2023-03-02,,2023-03-02T10:34:18Z,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Attributes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Impact,Business Unit,Description,Hosts,Max Severity,Risk Rating,Testing Status,Url,Date Created,Last Updated,Availability Requirement,Collateral Damage Potential,Confidentiality Requirement,Integrity Requirement,Target Distribution,Business Owner,Development Contact,Tester,,,,,,,,,,,,,,,,
f4f85b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\de\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\de\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
f7f85b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\de\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\de\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
faf85b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\en\hintsAndTips.html:3,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\en\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
fdf85b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\en\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\en\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
00f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\en\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\en\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
03f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\en\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\en\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
06f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\es\hintsAndTips.html:3,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\es\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
09f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\es\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\es\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
0cf95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\es\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\es\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
0ff95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\es\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\es\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
12f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\fr\hintsAndTips.html:3,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\fr\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
15f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\fr\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\fr\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
18f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\fr\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\fr\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
1bf95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\fr\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\fr\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
1ef95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\hintsAndTips.html:3,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
21f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
24f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
27f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
2af95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\it\hintsAndTips.html:3,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\it\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
2df95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\it\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\it\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
30f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\it\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\it\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
33f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\it\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\it\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
36f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\ja\hintsAndTips.html:3,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\ja\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
39f95b9e-ccae-ed11-9173-14cb6572319f,Low,1,Missing Encryption of Sensitive Data,Transmit all sensitive data over an SSL connection,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations","Query parameters were passed over SSL, and may contain sensitive information",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,311,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\ja\hintsAndTips.html:11,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,,,Sast,,0,,,,,,jazzcalm_workspace\com.ibm.team.install.calm.launchpad.clm.source\hintsAndTips\ja\hintsAndTips.html,f4a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
